5,CNF,185.913,-1
5,3CNF,286.654,-1
5,VC1,50.878,1
5,VC2,28.629,2
5,VC1-REF,25.033,1
5,VC2-REF,21.173,1
5,CNF,206.52,-1
5,3CNF,436.873,-1
5,VC1,21.014,1
5,VC2,22.29,1.33333
5,VC1-REF,25.501,1
5,VC2-REF,20.078,1
5,CNF,201.821,-1
5,3CNF,454.664,-1
5,VC1,20.466,1
5,VC2,20.623,1.33333
5,VC1-REF,25.302,1
5,VC2-REF,19.409,1
5,CNF,106.255,-1
5,3CNF,216.843,-1
5,VC1,20.023,1
5,VC2,16.463,2
5,VC1-REF,24.812,1
5,VC2-REF,31.604,1
5,CNF,98.505,-1
5,3CNF,197.483,-1
5,VC1,19.288,1
5,VC2,21.512,2
5,VC1-REF,24.135,1
5,VC2-REF,19.71,1
5,CNF,207.299,-1
5,3CNF,447.82,-1
5,VC1,20.969,1
5,VC2,19.498,1.33333
5,VC1-REF,34.355,1
5,VC2-REF,20.149,1
5,CNF,108.521,-1
5,3CNF,187.343,-1
5,VC1,25.52,1
5,VC2,13.306,2
5,VC1-REF,20.896,1
5,VC2-REF,29.048,1
5,CNF,115.016,-1
5,3CNF,213.528,-1
5,VC1,27.196,1
5,VC2,20.365,1
5,VC1-REF,25.264,1
5,VC2-REF,19.505,1
5,CNF,110.922,-1
5,3CNF,209.89,-1
5,VC1,21.035,1
5,VC2,20.381,1
5,VC1-REF,23.618,1
5,VC2-REF,19.004,1
5,CNF,217.501,-1
5,3CNF,425.874,-1
5,VC1,19.683,1
5,VC2,30.358,1.33333
5,VC1-REF,25.764,1
5,VC2-REF,20.669,1
10,CNF,10420.7,-1
10,3CNF,11457.8,-1
10,VC1,41.644,1
10,VC2,27.83,1.6
10,VC1-REF,40.217,1
10,VC2-REF,36.298,1.2
10,CNF,10150.5,-1
10,3CNF,10960.1,-1
10,VC1,37.698,1
10,VC2,26.687,1.6
10,VC1-REF,34.941,1
10,VC2-REF,31.28,1
10,CNF,9479.13,-1
10,3CNF,12488.8,-1
10,VC1,38.84,1
10,VC2,27.199,1.6
10,VC1-REF,45.574,1
